fake_name,Class
สตูดิโอ บจ.เอสเธทิค ดีไซน์ จำกัด,firm
ฟาร์ม บจ.ธีระวัฒน์นิติ แอนด์ จำกัด,firm
เซอร์วิส บจ.แสงทอง รีฟริกเจอเรชั่น แอนด์ จำกัด,firm
บจ.บุญบรรจบ จำกัด,firm
ซีฟู้ด บจ.จันทร์ดี จำกัด,firm
เจมส์ บจ.สเปเชียล จำกัด,firm
โกลบอล หจ.ไวตัส จำกัด,firm
ทรานสปอร์ต บจ.ฟลูฟาส จำกัด,firm
หจ.สุขศิรินทร์,firm
หจ.ร่ำรวยนับทอง,firm
วิศวกรรม หจ.สิบเก้า ดี จำกัด,firm
กรุ๊ป บจ.บราโบ ดัชท์ จำกัด,firm
ค้าวัสดุ บจ.ธ.ชัย จำกัด,firm
เซ็นเตอร์ บจ.ทีอาร์พี จำกัด,firm
แคร์ หจ.เรียวโกะ เนอสซิ่ง จำกัด,firm
บจ.เซิร์ฟสกรีน จำกัด,firm
(ประเทศไทย) หจ.เอลเลียตเวฟ จำกัด,firm
2021 หจ.นลิน จำกัด,firm
ยิ่งเจริญ บจ.พ่อเฒ่า แม่เฒ่า จำกัด,firm
บจ.สกายเทคคอร์ปอเรชั่น จำกัด,firm
(ไทยแลนด์) บจ.เอาเออร์ ช้อยส์ จำกัด,firm
ดีเวลลอปเม้นท์ บจ.ไอบี จำกัด,firm
บจ.กายาแอนด์พาลี จำกัด,firm
หจ.เพิ่มทรัพย์เพิ่มสวย,firm
อะโกรเทค บจ.ดรีมการ์เด้น จำกัด,firm
บจ.นิศาชฎาไท จำกัด,firm
คอสเมติคส์ หจ.ไบรดอล เมคอัพ แอนด์ จำกัด,firm
จิวเวลรี่ บจ.เมทัล ไมน์ จำกัด,firm
ฮอสปิทาลิตี้ บจ.คงคา เซอร์วิสเซส แอนด์ จำกัด,firm
(ประเทศไทย) บจ.อีสแวร์ จำกัด,firm
หจ.ฟิวโอน่า,firm
ฟรุต บจ.อาร์อาร์ อินเตอร์ จำกัด,firm
ติวเตอร์ บจ.แบงค๊อกลอว์ จำกัด,firm
(ประเทศไทย) บจ.เมน ออร์บิท จำกัด,firm
บจ.บุตรอากาศพาณิชย์ จำกัด,firm
สตูดิโอ บจ.คอปเตอร์ จำกัด,firm
บจ.อะลูแชมป์ จำกัด,firm
บจ.กนกพรรณ(2021) จำกัด,firm
โฮมแอนด์เซอร์วิส บจ.ทีแอนด์ที จำกัด,firm
หจ.วสุสรรค์,firm
หจ.ธีร์การยาง,firm
ทราเวล บจ.ไอคอนิค จำกัด,firm
ทรานสปอร์ต บจ.เอสซี 88 จำกัด,firm
บจ.เอ็มอีอีที จำกัด,firm
ซิง บจ.ซิง จำกัด,firm
โปรช็อป บจ.แมจิก เรสซิ่ง จำกัด,firm
คอนสตรัคชั่น บจ.โตเซ่ แลนด์สเคป แอนด์ จำกัด,firm
หจ.สตาร์ฟิกซ์,firm
บ้านวังพระทราย หจ.แปลงใหญ่มันสำปะหลัง จำกัด,firm
บจ.เชงฮุย จำกัด,firm
ออนไลน์ บจ.นินรดา จำกัด,firm
บจ.เอ็นวีอินดัสทรี จำกัด,firm
เติมทรัพย์ บจ.พฤกษ์ เกษตร จำกัด,firm
ปานะ บจ.อานา จำกัด,firm
หจ.มามี้นูรฮาน,firm
โลจิสติกส์ หจ.นพพรสุวรรณ จำกัด,firm
ริช บจ.กู๊ดลักค์ จำกัด,firm
รีโนเวท หจ.วี จำกัด,firm
บจ.บีแปดบี จำกัด,firm
ทรานสปอร์ต บจ.ที.เอ็ม. เวิร์คกิ้ง จำกัด,firm
คลอเซ็ท หจ.เวย์ วี จำกัด,firm
ดีไซน์ บจ.บี คอนสตรัคชั่น จำกัด,firm
เอ็นจิเนียริ่ง บจ.มิสเตอร์ ดัคท์ แอร์ จำกัด,firm
บจ.อ็อกซ์โซ่สตูดิโอ จำกัด,firm
หจ.แปลงใหญ่มันสำปะหลังภูปอ,firm
โกลด์ หจ.กษิรา 97 จำกัด,firm
บจ.อิเลคตร้าไบต์ จำกัด,firm
ยู บจ.โก วิท จำกัด,firm
เอสเตท บจ.โมลติ จำกัด,firm
บจ.ขนส่งออนไลน์ จำกัด,firm
เทคเวิร์ค บจ.แอ๊บโซลูท จำกัด,firm
เอ็นเตอร์ไพรส์ บจ.เอ็มเค 2021 จำกัด,firm
บจ.วีเอฟพี จำกัด,firm
หจ.ดีดอทคลาวด์,firm
หจ.ราชาแว่น,firm
บจ.มันนี่พีเดีย จำกัด,firm
สโตร์ หจ.พรทิพย์ คอนวีเนียน จำกัด,firm
บจ.เรซแวร์  จำกัด,firm
กุดจิก หจ.แปลงใหญ่ข้าว จำกัด,firm
ไอส์แลนด์ บจ.เดอะ เทรเชอร์ จำกัด,firm
หจ.ทรัพย์ข่าขันมะณี,firm
หจ.เอ็น.เอส.เค.การพัฒนาเหมือง,firm
โฮลดิ้ง บจ.เอมเมอรัลด์ พ้อยท์ จำกัด,firm
วิสดอม บจ.สเต็พ จำกัด,firm
เอ็นจิเนียร์ริ่ง บจ.ดิจิทัล ทรานส์ฟอร์เมชั่น จำกัด,firm
(2021) หจ.เจเค เอ็กซ์เพรส จำกัด,firm
(2020) บจ.เอนไลท์ จำกัด,firm
บจ.โอโรเรีย จำกัด,firm
เบเกอรี่ บจ.เอ็มดี ฟู๊ดส์ แอนด์ จำกัด,firm
สตูดิโอ บจ.เด็พสโตรค จำกัด,firm
การบัญชีและภาษีอากร บจ.เอ็น แอนด์ เอ จำกัด,firm
พืชผล หจ.เตี่ยกล จำกัด,firm
บจ.ไบค์เกอร์แฮร์ดีไซน์ จำกัด,firm
บจ.มาเร็กบูล จำกัด,firm
8888 บจ.เพชรบูรพา จำกัด,firm
มือทอง หจ.95 จำกัด,firm
(ประเทศไทย) บจ.กู๊ด ด็อกเตอร์ เทคโนโลยี จำกัด,firm
บจ.ถนนโครงการมารวยการเกษตร จำกัด,firm
โค้ด หจ.ดิจิทัล จำกัด,firm
บจ.ซัดแหลก จำกัด,firm
บจ.ขุนศิลาทอง จำกัด,firm
(ไทยแลนด์) บจ.เอส.อี.เอ็ม จำกัด,firm
หจ.แปลงใหญ่ไม้มงคล,firm
ไบโอกรีนเนอรี่ บจ.สไมล์ บิซ แอนด์ จำกัด,firm
บจ.จีเนกซ์ จำกัด,firm
สตูดิโอ บจ.ดรีมการ์เดียนส์ จำกัด,firm
2021 บจ.ซุปเปอร์ สตีล จำกัด,firm
เซอร์วิส บจ.ซีซีอาร์ จำกัด,firm
รุ่งเรืองแทรกเตอร์ บจ.ศ จำกัด,firm
หจ.ซีอินเตอร์โฮมไทย,firm
หจ.พธรวินท์ฟาร์ม,firm
เซ็นเตอร์ บจ.บีเพล็ก เวลเนส จำกัด,firm
ดีเวลลอปเม้นท์ บจ.บ้านยัน จำกัด,firm
บจ.เพิ่มทุนทวีทรัพย์ จำกัด,firm
บ.คำบอนใหม่ หจ.วิสาหกิจชุมชนแปลงใหญ่ยางพารา ม.13 จำกัด,firm
หจ.เทพอัญรญา,firm
ต.บ้านยาง หจ.นาแปลงใหญ่ หมู่ 9 จำกัด,firm
ปิโตรเลียม(2021) หจ.เจ แอนด์ พี จำกัด,firm
การ์ด บจ.รักษาความปลอดภัย สเปเชียล ท็อป จำกัด,firm
อินเตอร์กรุ๊ป บจ.วินน์ วินน์ จำกัด,firm
812 บจ.ซีซีอาร์ 2 ยูนิต จำกัด,firm
อินเตอร์เทรด บจ.ชื่นใจ จำกัด,firm
การช่าง บจ.เป็นคุณ จำกัด,firm
พลัส บจ.ไอ บี จำกัด,firm
รีเสิร์ช บจ.โบโนโบ จำกัด,firm
หจ.เค.พี.ดี.เวิร์ค93,firm
