name,Class
บจ.เซิร์ฟสกรีน จำกัด,firm
หจ.เอลเลียตเวฟ (ประเทศไทย),firm
หจ.นลิน 2021,firm
บจ.พ่อเฒ่า แม่เฒ่า ยิ่งเจริญ จำกัด,firm
บจ.สกายเทคคอร์ปอเรชั่น จำกัด,firm
บจ.เอาเออร์ ช้อยส์ (ไทยแลนด์)  จำกัด,firm
บจ.ไอบี ดีเวลลอปเม้นท์ จำกัด,firm
บจ.กายาแอนด์พาลี จำกัด,firm
หจ.เพิ่มทรัพย์เพิ่มสวย,firm
บจ.ดรีมการ์เด้น อะโกรเทค จำกัด,firm
บจ.นิศาชฎาไท จำกัด,firm
หจ.ไบรดอล เมคอัพ แอนด์ คอสเมติคส์,firm
บจ.เมทัล ไมน์ จิวเวลรี่ จำกัด,firm
บจ.คงคา เซอร์วิสเซส แอนด์ ฮอสปิทาลิตี้ จำกัด,firm
บจ.อีสแวร์ (ประเทศไทย) จำกัด,firm
หจ.ฟิวโอน่า,firm
บจ.อาร์อาร์ อินเตอร์ ฟรุต จำกัด,firm
บจ.แบงค๊อกลอว์ ติวเตอร์ จำกัด,firm
บจ.เมน ออร์บิท (ประเทศไทย) จำกัด,firm
บจ.บุตรอากาศพาณิชย์ จำกัด,firm
บจ.คอปเตอร์ สตูดิโอ จำกัด,firm
บจ.อะลูแชมป์ จำกัด,firm
บจ.กนกพรรณ(2021) จำกัด,firm
บจ.ทีแอนด์ที โฮมแอนด์เซอร์วิส จำกัด,firm
หจ.วสุสรรค์,firm
หจ.ธีร์การยาง,firm
บจ.ไอคอนิค ทราเวล จำกัด,firm
บจ.เอสซี 88 ทรานสปอร์ต จำกัด,firm
บจ.เอ็มอีอีที จำกัด,firm
บจ.ซิง ซิง จำกัด,firm
บจ.แมจิก เรสซิ่ง โปรช็อป จำกัด,firm
บจ.โตเซ่ แลนด์สเคป แอนด์ คอนสตรัคชั่น จำกัด,firm
หจ.สตาร์ฟิกซ์,firm
หจ.แปลงใหญ่มันสำปะหลัง บ้านวังพระทราย,firm
บจ.เชงฮุย จำกัด,firm
บจ.นินรดา ออนไลน์ จำกัด,firm
บจ.เอ็นวีอินดัสทรี จำกัด,firm
บจ.พฤกษ์ เกษตร เติมทรัพย์ จำกัด,firm
บจ.อานา ปานะ จำกัด,firm
หจ.มามี้นูรฮาน,firm
หจ.นพพรสุวรรณ โลจิสติกส์,firm
บจ.กู๊ดลักค์ ริช จำกัด,firm
หจ.วี รีโนเวท,firm
บจ.บีแปดบี จำกัด,firm
บจ.ที.เอ็ม. เวิร์คกิ้ง ทรานสปอร์ต จำกัด,firm
หจ.เวย์ วี คลอเซ็ท,firm
บจ.บี คอนสตรัคชั่น ดีไซน์ จำกัด,firm
บจ.มิสเตอร์ ดัคท์ แอร์ เอ็นจิเนียริ่ง จำกัด,firm
บจ.อ็อกซ์โซ่สตูดิโอ จำกัด,firm
หจ.แปลงใหญ่มันสำปะหลังภูปอ,firm
หจ.กษิรา 97 โกลด์,firm
บจ.อิเลคตร้าไบต์ จำกัด,firm
บจ.โก วิท ยู จำกัด,firm
บจ.โมลติ เอสเตท จำกัด,firm
บจ.ขนส่งออนไลน์ จำกัด,firm
บจ.แอ๊บโซลูท เทคเวิร์ค จำกัด,firm
บจ.เอ็มเค 2021 เอ็นเตอร์ไพรส์ จำกัด,firm
บจ.วีเอฟพี จำกัด,firm
หจ.ดีดอทคลาวด์,firm
หจ.ราชาแว่น,firm
บจ.มันนี่พีเดีย จำกัด,firm
หจ.พรทิพย์ คอนวีเนียน สโตร์,firm
บจ.เรซแวร์  จำกัด,firm
หจ.แปลงใหญ่ข้าว  กุดจิก,firm
บจ.เดอะ เทรเชอร์ ไอส์แลนด์ จำกัด,firm
หจ.ทรัพย์ข่าขันมะณี,firm
หจ.เอ็น.เอส.เค.การพัฒนาเหมือง,firm
บจ.เอมเมอรัลด์ พ้อยท์ โฮลดิ้ง จำกัด,firm
บจ.สเต็พ วิสดอม จำกัด,firm
บจ.ดิจิทัล ทรานส์ฟอร์เมชั่น เอ็นจิเนียร์ริ่ง จำกัด,firm
หจ.เจเค เอ็กซ์เพรส (2021),firm
บจ.เอนไลท์ (2020) จำกัด,firm
บจ.โอโรเรีย จำกัด,firm
บจ.เอ็มดี ฟู๊ดส์ แอนด์ เบเกอรี่ จำกัด,firm
บจ.เด็พสโตรค สตูดิโอ จำกัด,firm
บจ.เอ็น แอนด์ เอ การบัญชีและภาษีอากร จำกัด,firm
หจ.เตี่ยกล พืชผล,firm
บจ.ไบค์เกอร์แฮร์ดีไซน์ จำกัด,firm
บจ.มาเร็กบูล จำกัด,firm
บจ.เพชรบูรพา 8888 จำกัด,firm
หจ.95 มือทอง,firm
บจ.กู๊ด ด็อกเตอร์ เทคโนโลยี (ประเทศไทย) จำกัด,firm
บจ.ถนนโครงการมารวยการเกษตร จำกัด,firm
หจ.ดิจิทัล โค้ด,firm
บจ.ซัดแหลก จำกัด,firm
บจ.ขุนศิลาทอง จำกัด,firm
บจ.เอส.อี.เอ็ม (ไทยแลนด์) จำกัด,firm
หจ.แปลงใหญ่ไม้มงคล,firm
บจ.สไมล์ บิซ แอนด์ ไบโอกรีนเนอรี่ จำกัด,firm
บจ.จีเนกซ์ จำกัด,firm
บจ.ดรีมการ์เดียนส์ สตูดิโอ จำกัด,firm
บจ.ซุปเปอร์ สตีล 2021 จำกัด,firm
บจ.ซีซีอาร์ เซอร์วิส จำกัด,firm
บจ.ศ รุ่งเรืองแทรกเตอร์ จำกัด,firm
หจ.ซีอินเตอร์โฮมไทย,firm
หจ.พธรวินท์ฟาร์ม,firm
บจ.บีเพล็ก เวลเนส เซ็นเตอร์ จำกัด,firm
บจ.บ้านยัน ดีเวลลอปเม้นท์ จำกัด,firm
บจ.เพิ่มทุนทวีทรัพย์ จำกัด,firm
หจ.วิสาหกิจชุมชนแปลงใหญ่ยางพารา ม.13 บ.คำบอนใหม่,firm
หจ.เทพอัญรญา,firm
หจ.นาแปลงใหญ่ หมู่ 9 ต.บ้านยาง,firm
หจ.เจ แอนด์ พี ปิโตรเลียม(2021),firm
บจ.รักษาความปลอดภัย สเปเชียล ท็อป การ์ด  จำกัด,firm
บจ.วินน์ วินน์ อินเตอร์กรุ๊ป จำกัด,firm
บจ.ซีซีอาร์ 2 ยูนิต 812 จำกัด,firm
บจ.ชื่นใจ อินเตอร์เทรด จำกัด,firm
บจ.เป็นคุณ การช่าง จำกัด,firm
บจ.ไอ บี พลัส จำกัด,firm
บจ.โบโนโบ รีเสิร์ช จำกัด,firm
หจ.เค.พี.ดี.เวิร์ค93,firm
หจ.เบสท์ โกลด์ เฮลตี้,firm
บจ.เอสซีเอส คอร์ปอเรชั่น จำกัด,firm
บจ.วัน อินฟีนิท แอสเซ็ท จำกัด,firm
หจ.พิกเซล เพอร์เฟค ดีไซน์,firm
หจ.เคเอ็นพี อัมรา777,firm
บจ.สามพี่น้องนักลงทุน จำกัด,firm
บจ.สิทอง 88 จำกัด,firm
หจ.นิบงคอฟฟี่ แอนด์ เบเกอรี่,firm
หจ.แปลงใหญ่ข้าวหนองบัวใต้,firm
หจ.พีบีเค ทรานสปอร์ต,firm
บจ.อุ้ม ชูส์ จำกัด,firm
บจ.อินโนว่า  เทคโนโลยี  เอสเอ จำกัด,firm
บจ.เอสพีเอส ลีกัลเซอร์วิส จำกัด,firm
บจ.แปลงใหญ่แพะ เมืองกระบี่ จำกัด,firm
บจ.แม่มณี ดิจิทัล เอเจนซี่ จำกัด,firm
บจ.อาร์มเวิร์คส จำกัด,firm
บจ.บุญนานา จำกัด,firm
หจ.แอมมี่ คอสเมติกส์,firm
บจ.บางไทร เฮ้าส์ เอ็นจิเนียริ่ง จำกัด,firm
หจ.สมานชัย ตัว ต คอนสตรัคชั่น,firm
บจ.59เคดี ซาวาคามิ รุ่งไพศาล จำกัด,firm
บจ.เจเอส ทรานสปอร์ต จำกัด,firm
บจ.ทีเอชซี เวลเนส จำกัด,firm
